origin,tipo,adr
International,work+rest,90.95
International,work+rest,135.0
International,work+rest,132.3
International,work,135.0
Portugal,work,59.0
Portugal,work,85.5
Portugal,work,59.0
International,work,89.1
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,119.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,119.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,119.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,119.0
International,work,132.3
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,119.0
Portugal,work,62.0
Portugal,work,62.0
International,work,118.8
Portugal,work,97.2
Portugal,work,62.0
International,work,129.0
International,work,164.33
Portugal,work,100.0
International,work,132.3
International,work,132.3
Portugal,work,100.0
Portugal,work,100.0
International,work,96.3
International,work,146.33
Portugal,work,100.0
Portugal,work,100.0
International,work,125.55
International,work,139.5
International,work,132.3
International,work,132.3
International,work,132.3
International,work,139.5
Portugal,work,50.0
Portugal,work,100.0
International,work,132.3
Portugal,work,100.0
International,work,132.3
International,work,118.8
International,work,146.33
Portugal,work,100.0
Portugal,work,142.83
International,work,159.0
Portugal,work,100.0
Portugal,work+rest,263.91
Portugal,work+rest,227.9
International,work+rest,85.5
International,work+rest,93.08
International,work+rest,90.95
International,work+rest,90.95
International,work+rest,84.15
International,work+rest,106.25
International,work+rest,90.95
International,work+rest,90.95
International,work+rest,127.65
International,work,153.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
International,work,132.3
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
International,work,139.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,139.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,130.0
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,110.0
International,work,132.3
International,work,145.0
International,work,140.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,89.76
International,work,132.3
Portugal,work,65.0
Portugal,work,110.0
Portugal,work,110.0
Portugal,work,95.0
Portugal,work,95.0
International,work,175.0
International,work,160.0
Portugal,work,110.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,132.3
International,work+rest,74.15
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,74.15
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,96.3
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,135.0
Portugal,work+rest,135.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,198.0
International,work+rest,74.15
International,work+rest,74.15
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work,95.0
International,work+rest,132.3
International,work+rest,132.3
International,work+rest,236.52
International,work+rest,185.22
International,work+rest,126.72
International,work+rest,126.72
International,work+rest,123.0
International,work+rest,123.0
International,work+rest,108.0
International,rest,187.0
International,work,244.0
International,work,160.0
International,work,160.0
International,work,151.2
International,work,160.0
International,work+rest,166.5
International,work+rest,153.0
International,work+rest,177.75
International,work+rest,153.0
International,work+rest,202.5
Portugal,work+rest,110.5
International,work+rest,109.8
International,work+rest,109.8
International,work+rest,128.7
International,work+rest,161.25
International,work+rest,109.8
International,work+rest,128.7
Portugal,work+rest,89.25
International,work+rest,112.79
International,work+rest,125.33
International,work+rest,95.2
Portugal,work+rest,89.25
Portugal,work+rest,80.75
Portugal,work+rest,80.75
Portugal,work+rest,89.25
Portugal,work+rest,89.25
International,work+rest,153.0
Portugal,work+rest,80.75
International,work+rest,112.79
Portugal,work+rest,80.75
Portugal,work+rest,89.25
Portugal,work+rest,89.25
Portugal,work+rest,89.25
Portugal,work+rest,89.25
Portugal,work+rest,89.25
International,work+rest,112.5
International,work+rest,123.84
International,work+rest,121.14
International,work+rest,96.3
International,work+rest,107.64
International,work+rest,96.3
International,work+rest,96.3
International,work+rest,150.56
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,weekend,115.0
Portugal,work+rest,80.75
International,work+rest,118.35
International,work+rest,94.05
International,work+rest,94.05
International,work+rest,90.95
International,work+rest,108.38
Portugal,work+rest,145.24
International,work+rest,115.56
International,work+rest,85.5
International,work+rest,94.35
International,work+rest,76.58
International,work+rest,81.82
International,work+rest,163.63
International,work+rest,222.17
International,work+rest,89.4
International,work+rest,128.7
International,work+rest,89.4
Portugal,work+rest,113.7
International,work+rest,100.2
Portugal,work+rest,106.0
International,work+rest,100.3
International,work+rest,92.48
International,work+rest,97.88
International,work+rest,100.3
International,work+rest,118.25
International,work+rest,106.25
International,work+rest,178.59
International,work+rest,85.5
International,package,80.75
Portugal,rest,80.39
International,work,120.0
Portugal,work,84.7
International,work,120.0
Portugal,work,84.7
Portugal,work,69.99
International,work,80.1
International,work,104.4
International,work,80.1
Portugal,work,88.0
Portugal,work,83.2
International,work,112.67
International,work,130.0
International,work,90.9
International,work,111.6
International,work,123.3
International,work,104.4
International,work,90.95
International,work,90.95
International,work,90.95
Portugal,work,99.2
Portugal,work,89.0
Portugal,work,118.5
Portugal,work,89.0
International,work,90.9
Portugal,work,130.0
International,work,130.0
International,work,80.1
Portugal,work,110.0
International,work,104.4
International,work,80.1
International,work,96.3
International,work,149.0
International,work,80.1
International,work,110.97
International,work,93.96
International,work,104.4
International,work,80.1
Portugal,work,130.0
International,work,128.7
International,work,109.0
International,work,104.4
International,work,123.3
International,work,104.4
International,work,129.0
International,work,149.0
International,work,129.0
International,work,119.0
International,work,96.3
International,work+rest,105.3
International,work+rest,123.3
International,work,129.0
International,work+rest,104.4
Portugal,work,80.1
International,work,80.1
Portugal,work,59.0
International,work,234.0
Portugal,work,80.1
Portugal,work,109.0
Portugal,work,85.5
Portugal,work,59.0
Portugal,work,90.9
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,80.1
Portugal,work,104.4
International,work,96.3
Portugal,work,62.0
Portugal,work,62.0
International,work,90.9
International,work,80.1
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
Portugal,work,62.0
International,work,104.4
International,work,85.5
Portugal,work,94.36
International,work,104.4
International,work,104.4
Portugal,work,85.5
International,work,105.3
Portugal,work,133.33
International,work,104.4
International,work+rest,106.25
International,work+rest,80.75
International,work+rest,80.75
International,work+rest,80.75
International,work+rest,130.0
International,work+rest,106.25
International,work+rest,80.75
International,work+rest,90.9
International,work+rest,80.75
International,work+rest,123.3
International,work+rest,104.25
Portugal,work,45.0
International,work,144.0
International,work,104.4
Portugal,work,72.0
Portugal,work,62.0
International,work,104.4
Portugal,work,80.1
International,work,104.4
Portugal,work,127.15
Portugal,work,65.0
International,work,144.0
International,work,104.4
Portugal,work,65.0
International,work,96.3
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
International,work,96.3
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,109.0
Portugal,work,95.0
International,work,154.0
Portugal,work,65.0
Portugal,work,65.0
International,work,85.5
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
International,work,109.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,95.0
International,work,128.7
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
International,work,184.45
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
International,work,109.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
Portugal,work,95.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,65.0
Portugal,work,95.0
International,work,96.3
International,work,128.7
Portugal,work,65.0
International,work+rest,128.7
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,155.0
International,work+rest,96.3
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,112.5
International,work+rest,112.5
International,work+rest,109.8
International,work+rest,109.8
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,96.3
International,work+rest,80.1
Portugal,work,65.0
Portugal,work,65.0
Portugal,work+rest,110.0
International,work+rest,109.8
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,109.8
International,work+rest,109.8
International,work+rest,174.6
International,work+rest,109.8
International,work+rest,109.8
International,work+rest,96.3
International,work+rest,109.8
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,109.8
International,work+rest,96.3
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,85.0
International,work+rest,162.9
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,109.8
International,work+rest,96.3
International,work+rest,128.7
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,109.8
International,work+rest,109.8
International,work+rest,96.3
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,109.8
International,work+rest,109.8
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
Portugal,work+rest,110.0
International,work+rest,96.3
Portugal,work+rest,110.0
International,work+rest,90.95
International,work+rest,109.0
International,work+rest,90.95
International,work+rest,160.65
International,work+rest,90.95
International,work+rest,162.9
Portugal,work+rest,104.4
Portugal,work+rest,104.4
International,work+rest,85.5
Portugal,work+rest,70.03
International,work+rest,106.71
International,rest,178.57
International,work+rest,164.63
International,work,239.0
International,work,219.6
International,work,168.3
Portugal,work,110.0
International,work,80.1
International,work,140.0
Portugal,work,150.0
International,work+rest,220.0
International,work+rest,109.0
International,work+rest,140.0
International,work+rest,109.0
International,work+rest,89.1
International,work+rest,99.0
International,work+rest,107.1
International,work+rest,80.1
International,work+rest,105.3
International,work+rest,126.67
Portugal,work+rest,95.0
International,work+rest,140.0
International,work+rest,80.1
International,work+rest,129.0
International,work+rest,120.0
International,work+rest,123.3
International,work+rest,140.0
International,work+rest,96.3
International,work+rest,80.1
Portugal,work+rest,96.3
International,work+rest,128.7
International,work+rest,159.9
International,work+rest,140.0
International,work+rest,141.3
International,work+rest,126.67
Portugal,work+rest,95.0
International,work+rest,159.9
International,work+rest,123.3
Portugal,work+rest,65.83
International,work+rest,140.0
International,work+rest,80.1
Portugal,work+rest,74.15
International,work+rest,120.0
International,work+rest,80.1
International,work+rest,80.1
International,work+rest,96.3
International,work+rest,80.1
International,work+rest,96.3
International,work+rest,159.9
Portugal,work+rest,95.0
Portugal,work+rest,95.0
International,work+rest,90.9
International,work+rest,96.3
International,work+rest,202.88
International,work+rest,130.5
Portugal,work+rest,70.0
International,work+rest,162.9
Portugal,work+rest,70.0
International,work+rest,88.83
International,work+rest,214.2
International,work+rest,111.25
International,work+rest,77.35
International,work+rest,156.45
