origin,adr
Portugal,115.0
Portugal,115.0
International,96.3
Portugal,115.0
International,168.3
Portugal,242.9
International,183.6
International,162.3
Portugal,115.0
International,231.6
Portugal,82.45
International,105.3
Portugal,82.45
Portugal,82.45
International,152.1
International,178.8
Portugal,78.0
Portugal,78.0
International,219.6
International,113.9
International,180.2
Portugal,78.0
International,133.45
Portugal,78.0
Portugal,78.0
Portugal,78.0
International,99.3
International,217.6
Portugal,78.0
Portugal,78.0
Portugal,78.0
International,151.47
International,180.2
Portugal,78.0
Portugal,78.0
International,198.59
Portugal,78.0
International,90.67
International,89.25
International,99.45
Portugal,118.15
Portugal,121.6
Portugal,121.6
Portugal,167.7
Portugal,118.15
Portugal,121.6
Portugal,130.0
International,94.5
International,177.3
International,105.3
International,94.5
International,137.7
Portugal,121.6
Portugal,152.1
International,105.3
International,105.3
Portugal,96.9
International,135.9
International,118.8
International,137.7
International,130.05
International,112.2
International,150.3
International,129.0
International,105.3
International,139.0
International,134.1
International,135.9
International,107.1
International,90.95
International,168.3
International,91.93
International,135.9
International,91.93
International,101.98
International,127.99
Portugal,167.0
Portugal,167.0
International,129.0
International,152.1
Portugal,167.0
International,134.0
Portugal,125.1
Portugal,214.75
Portugal,139.0
Portugal,167.0
Portugal,167.0
International,119.7
International,139.5
International,139.5
Portugal,92.86
International,139.0
International,177.3
International,94.5
International,107.1
Portugal,96.9
International,125.1
International,168.3
International,167.45
International,140.0
International,90.95
International,135.9
International,80.75
International,166.0
International,90.95
International,171.0
International,191.0
International,106.25
International,104.55
International,113.55
Portugal,95.2
International,144.9
International,150.3
International,137.7
International,156.0
International,140.0
International,137.7
International,189.0
International,137.7
International,94.5
International,137.7
International,137.7
International,139.0
International,151.0
International,118.8
Portugal,102.25
International,207.9
International,94.5
International,151.0
International,207.9
International,97.65
Portugal,92.25
International,103.05
Portugal,62.73
Portugal,135.45
International,231.0
International,150.3
International,150.3
International,103.05
International,90.9
International,96.3
International,167.95
International,96.3
International,158.95
International,90.9
International,90.95
International,90.95
International,159.3
International,150.3
International,150.3
International,99.45
International,131.4
International,84.39
Portugal,183.74
International,124.2
Portugal,65.49
International,159.6
International,150.3
International,137.7
International,129.0
International,130.5
International,117.9
International,129.0
International,117.9
International,129.0
International,163.67
International,156.0
International,94.62
International,94.62
International,100.8
International,133.2
International,133.2
International,100.8
International,91.5
International,133.2
Portugal,208.9
International,150.3
International,94.5
International,99.9
International,133.2
International,133.2
International,84.15
International,147.0
International,103.84
International,97.02
International,117.36
Portugal,112.81
International,140.0
International,140.0
International,149.4
Portugal,76.46
International,112.8
International,88.5
International,105.3
International,99.3
International,131.7
International,152.1
International,93.08
International,152.1
International,150.3
International,152.1
International,130.95
International,150.3
International,150.3
International,133.2
International,89.25
International,89.25
International,150.3
International,152.1
Portugal,116.28
International,152.1
International,152.1
Portugal,116.28
International,152.1
International,130.95
International,152.1
Portugal,101.45
International,152.1
International,150.3
International,150.3
International,131.4
Portugal,72.25
Portugal,137.91
Portugal,72.25
International,90.95
International,127.22
International,131.4
International,131.4
International,208.41
International,90.95
International,85.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,85.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,109.8
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,59.0
Portugal,59.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,88.76
International,88.77
International,90.9
International,109.8
International,161.78
Portugal,145.9
Portugal,67.09
International,98.25
Portugal,85.6
International,96.3
International,80.75
Portugal,80.75
International,125.1
International,130.5
International,125.1
International,149.4
International,168.3
International,131.4
International,109.8
International,85.5
International,96.3
International,117.6
International,96.3
Portugal,262.7
International,128.7
International,131.4
International,150.3
International,90.9
International,90.9
International,131.4
International,85.5
International,174.3
International,151.67
International,162.0
International,131.4
International,163.2
International,96.3
International,85.5
International,120.6
International,95.2
International,147.6
International,96.3
International,85.5
International,124.95
International,92.7
International,165.06
International,149.0
International,133.74
International,122.0
International,85.5
Portugal,72.25
International,83.58
International,84.72
International,135.9
International,137.7
Portugal,96.3
Portugal,96.3
International,139.0
International,128.7
International,168.3
Portugal,96.0
Portugal,96.0
Portugal,96.0
International,86.63
Portugal,96.0
Portugal,96.0
International,96.3
Portugal,96.0
Portugal,96.0
International,94.5
International,90.0
Portugal,96.0
Portugal,96.0
Portugal,96.0
International,86.62
International,143.4
International,96.3
Portugal,94.78
International,162.3
International,135.9
International,136.35
International,85.5
International,96.3
International,143.4
Portugal,77.04
International,150.9
Portugal,77.04
International,90.95
International,80.75
International,80.75
International,90.95
International,142.43
International,127.03
International,128.7
International,109.8
International,85.5
International,118.0
Portugal,186.0
International,104.4
International,130.0
International,86.4
International,85.5
International,118.0
International,218.0
International,109.8
International,159.0
International,142.2
International,109.8
Portugal,171.45
Portugal,130.0
International,159.3
International,109.8
International,111.83
International,112.25
International,123.3
International,159.8
International,123.8
Portugal,63.75
International,115.37
International,100.58
International,143.55
International,100.35
International,115.37
International,100.58
International,99.21
International,111.35
International,96.05
Portugal,111.7
International,107.1
International,103.05
International,159.3
International,134.1
International,144.9
International,96.3
International,109.8
International,80.75
International,96.3
International,128.7
International,109.33
International,155.73
International,140.0
International,96.05
International,96.3
International,85.5
International,90.95
International,101.03
International,123.25
International,111.83
International,159.3
International,159.3
International,124.25
International,118.15
International,106.25
International,90.95
International,144.23
International,142.2
International,148.5
International,111.42
International,127.62
International,90.95
Portugal,113.05
International,123.55
Portugal,107.42
International,116.0
International,89.1
International,99.0
International,122.0
International,118.0
Portugal,65.0
International,118.0
International,85.5
Portugal,109.8
International,99.0
International,116.7
International,138.9
Portugal,80.0
International,85.5
International,85.5
International,109.8
International,93.5
International,233.1
International,90.95
International,109.8
International,94.05
International,99.0
International,109.8
International,118.0
International,99.0
International,202.5
International,111.6
International,123.3
International,111.59
International,92.29
Portugal,117.42
International,112.5
Portugal,99.2
International,122.0
International,127.8
International,111.6
Portugal,97.0
International,121.5
International,122.0
International,127.8
International,103.69
International,103.69
International,107.19
International,157.5
International,108.66
International,92.4
International,157.5
International,108.66
International,144.0
International,175.65
International,112.63
International,80.75
International,90.95
International,90.95
International,112.63
International,90.95
International,112.63
International,112.63
International,120.6
International,90.95
Portugal,90.95
International,123.3
Portugal,86.2
International,126.0
Portugal,59.0
Portugal,112.8
Portugal,59.0
Portugal,112.8
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,104.5
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
International,122.0
International,96.3
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
Portugal,62.0
