hotel,origin,adr
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,Portugal,90.0
City Hotel,International,118.8
City Hotel,Portugal,89.0
City Hotel,Portugal,89.0
City Hotel,International,151.2
City Hotel,Portugal,170.63
City Hotel,Portugal,59.0
City Hotel,Portugal,59.0
City Hotel,Portugal,97.02
City Hotel,Portugal,145.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,95.04
City Hotel,International,118.8
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,229.6
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,International,118.8
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,International,151.2
City Hotel,International,119.07
City Hotel,International,135.0
City Hotel,International,108.0
City Hotel,International,190.8
City Hotel,International,132.3
City Hotel,International,122.4
City Hotel,International,132.3
City Hotel,International,151.2
City Hotel,Portugal,109.0
City Hotel,International,151.2
City Hotel,International,125.55
City Hotel,International,176.4
City Hotel,International,159.3
City Hotel,International,140.4
City Hotel,Portugal,119.0
City Hotel,Portugal,75.0
City Hotel,International,108.0
City Hotel,Portugal,140.0
City Hotel,International,92.65
City Hotel,International,132.3
City Hotel,International,122.4
City Hotel,Portugal,102.0
City Hotel,International,108.9
City Hotel,International,176.4
City Hotel,International,132.3
City Hotel,International,205.0
City Hotel,International,102.85
City Hotel,International,108.0
City Hotel,International,121.5
City Hotel,Portugal,146.92
City Hotel,International,106.92
City Hotel,International,135.0
City Hotel,International,121.5
City Hotel,Portugal,133.6
City Hotel,International,141.3
City Hotel,International,132.3
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,International,124.1
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,Portugal,108.9
City Hotel,Portugal,135.0
City Hotel,International,124.1
City Hotel,International,85.5
City Hotel,International,141.3
City Hotel,Portugal,65.0
City Hotel,International,141.3
City Hotel,International,170.0
City Hotel,International,141.3
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,International,141.3
City Hotel,Portugal,166.25
City Hotel,International,98.1
City Hotel,Portugal,65.0
City Hotel,Portugal,65.0
City Hotel,International,103.5
City Hotel,Portugal,65.0
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,Portugal,110.0
City Hotel,Portugal,80.0
City Hotel,International,118.8
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,International,151.2
City Hotel,International,118.8
City Hotel,International,171.72
City Hotel,International,118.8
City Hotel,International,118.8
City Hotel,Portugal,80.0
City Hotel,International,108.9
City Hotel,International,113.4
City Hotel,International,118.8
City Hotel,Portugal,80.0
City Hotel,Portugal,80.0
City Hotel,International,151.2
City Hotel,Portugal,80.0
City Hotel,International,103.5
City Hotel,Portugal,101.87
City Hotel,International,139.5
City Hotel,Portugal,176.0
City Hotel,International,150.45
City Hotel,Portugal,235.94
City Hotel,International,150.45
City Hotel,Portugal,185.0
City Hotel,International,122.4
City Hotel,International,118.8
City Hotel,International,118.8
City Hotel,International,98.1
City Hotel,International,118.8
City Hotel,International,151.2
City Hotel,International,108.9
City Hotel,International,108.0
City Hotel,International,170.4
City Hotel,International,139.5
City Hotel,International,118.8
City Hotel,International,137.38
City Hotel,International,170.4
City Hotel,International,118.8
City Hotel,Portugal,80.75
City Hotel,International,190.8
City Hotel,International,118.8
City Hotel,International,113.4
City Hotel,International,132.3
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,International,151.2
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,97.2
City Hotel,Portugal,120.0
City Hotel,International,151.2
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,119.0
City Hotel,International,139.5
City Hotel,International,135.0
City Hotel,International,108.0
City Hotel,International,151.2
City Hotel,Portugal,80.0
City Hotel,International,132.3
City Hotel,International,138.0
City Hotel,International,118.8
City Hotel,Portugal,75.23
City Hotel,Portugal,85.0
City Hotel,Portugal,130.0
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,106.25
City Hotel,International,100.3
City Hotel,International,100.3
City Hotel,International,143.79
City Hotel,International,79.59
City Hotel,International,91.69
City Hotel,International,91.69
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,International,126.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,98.1
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,108.0
City Hotel,Portugal,120.0
City Hotel,International,118.8
City Hotel,International,108.0
City Hotel,International,118.8
City Hotel,International,144.9
City Hotel,International,224.0
City Hotel,Portugal,106.0
City Hotel,International,132.3
City Hotel,International,118.8
City Hotel,International,132.3
City Hotel,International,119.07
City Hotel,International,113.4
City Hotel,International,186.0
City Hotel,International,148.28
City Hotel,International,108.0
City Hotel,International,135.0
City Hotel,International,102.6
City Hotel,International,119.07
City Hotel,International,151.2
City Hotel,International,132.3
City Hotel,International,102.51
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,International,139.5
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,78.48
City Hotel,International,108.0
City Hotel,Portugal,250.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,78.48
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,78.48
City Hotel,International,108.0
City Hotel,Portugal,250.0
City Hotel,International,98.1
City Hotel,Portugal,250.0
City Hotel,Portugal,99.71
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,99.71
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,97.2
City Hotel,Portugal,99.71
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,151.2
City Hotel,Portugal,96.3
City Hotel,Portugal,72.25
City Hotel,International,108.0
City Hotel,International,118.8
City Hotel,International,199.8
City Hotel,Portugal,176.8
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,International,135.0
City Hotel,International,132.3
City Hotel,International,135.0
City Hotel,International,132.3
City Hotel,International,151.2
City Hotel,International,151.5
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,108.0
City Hotel,International,98.1
City Hotel,International,98.1
City Hotel,International,119.07
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,International,132.3
City Hotel,International,132.3
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,75.0
City Hotel,Portugal,75.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,International,139.5
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,Portugal,110.0
City Hotel,International,187.2
City Hotel,Portugal,135.0
City Hotel,Portugal,135.0
City Hotel,Portugal,135.0
City Hotel,International,135.0
City Hotel,International,135.0
City Hotel,Portugal,135.0
City Hotel,International,176.8
City Hotel,International,108.0
City Hotel,International,120.0
City Hotel,Portugal,250.0
City Hotel,Portugal,120.0
City Hotel,Portugal,250.0
City Hotel,Portugal,59.0
City Hotel,International,108.0
City Hotel,International,120.0
City Hotel,Portugal,59.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,Portugal,102.6
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,International,108.0
City Hotel,International,108.0
City Hotel,Portugal,102.6
City Hotel,Portugal,250.0
City Hotel,Portugal,102.6
City Hotel,International,108.0
City Hotel,Portugal,120.0
City Hotel,Portugal,120.0
City Hotel,Portugal,85.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,62.0
City Hotel,Portugal,62.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,90.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,International,128.7
City Hotel,International,147.3
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,International,153.3
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,International,128.4
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,International,132.3
City Hotel,International,139.5
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,105.0
City Hotel,Portugal,95.0
City Hotel,Portugal,95.0
